property_id,property_name,property_types,floor_level,completion_year,facing
property_725,"4 Bed, 5 Bath Twin Villa for Sale in Veal Sbov",Twin Villa,3.0,2019,N
property_726,"4 Bed, 5 Bath Villa for Sale in Nirouth",Villa,3.0,2019,S
property_727,"5 Bed, 5 Bath Twin Villa for Sale in Veal Sbov",Twin Villa,3.0,2019,N
property_728,"4 Bed, 5 Bath Twin Villa for Sale in Nirouth",Twin Villa,,2019,
property_729,"4 Bed, 5 Bath Shophouse for Sale & Rent in Veal Sbov",Shophouse,3.0,2019,E/S
property_730,"4 Bed, 5 Bath Link House for Sale in Veal Sbov",Unit,3.0,2019,W/N
property_731,"4 Bed, 3 Bath Condo for Sale in The Bridge",Condo,45.0,2018,
property_732,"5 Bed, 6 Bath Twin Villa for Sale in Nirouth",Twin Villa,3.0,2018,N
property_733,"4 Bed, 5 Bath Shophouse for Sale in Nirouth",Shophouse,3.0,2018,S
property_734,"4 Bed, 7 Bath Shophouse for Sale in Stueng Mean chey 3",Shophouse,3.0,2018,E
property_735,"8 Bed, 8 Bath House for Sale in BKK 3",House,,2018,
property_736,"3 Bed, 2 Bath Apartment for Sale & Rent in Boeung Trabek",Apartment,8.0,2018,
property_737,"1 Bed, 1 Bath Condo for Sale in Veal Vong",Condo,36.0,2018,S
property_738,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,,2018,E/S
property_739,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Twin Villa,,2018,E
property_740,"6 Bed, 3 Bath House for Sale in Boeng Reang",House,,2018,S
property_741,"4 Bed, 5 Bath Villa for Sale in Nirouth",Villa,3.0,2018,S
property_742,"4 Bed, 5 Bath Twin Villa for Sale in Veal Sbov",Twin Villa,3.0,2018,N
property_743,"5 Bed, 6 Bath Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Eco Veranda",Villa,,2018,N
property_744,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Unit,,2018,N/E
property_745,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Kampues",Twin Villa,3.0,2018,
property_746,"1 Bed, 1 Bath Condo for Sale in Chroy Changvar",Condo,8.0,2018,
property_747,"2 Bed, 2 Bath Condo for Sale in Chak Angrae Leu",Condo,22.0,2018,
property_748,"4 Bed, 5 Bath Shophouse for Sale in Veal Sbov",Shophouse,3.0,2018,E/S
property_749,"2 Bed, 3 Bath Flat for Sale in Veal Sbov",Flat,,2018,N
property_750,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Unit,,2018,N/E
property_751,"5 Bed, 5 Bath House for Sale in BKK 3",House,,2018,
property_752,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Preaek Kampues",Twin Villa,3.0,2018,
property_753,"3 Bed, 3 Bath Villa for Sale & Rent in Preaek Kampues",Villa,3.0,2018,
property_754,"3 Bed, 3 Bath Villa for Sale & Rent in Preaek Kampues",Villa,3.0,2018,
property_755,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,,2018,S
property_756,"5 Bed, 4 Bath Villa for Sale & Rent in Chroy Changvar",Villa,4.0,2018,
property_757,"4 Bed, 5 Bath Link House for Sale in Dangkao",Unit,,2018,W
property_758,Land for Sale in Ta Khmao,Land/Development,,2018,
property_759,"4 Bed, 5 Bath Twin Villa for Sale in Prey Sa",Twin Villa,3.0,2018,N
property_760,"4 Bed, 4 Bath Twin Villa for Sale & Rent in Bak Kaeng",Twin Villa,,2018,S
property_761,"4 Bed, 5 Bath Twin Villa for Sale in Bak Kaeng",Twin Villa,,2018,W
property_762,Land for Sale in Krang Thnong,Land/Development,,2018,
property_763,"4 Bed, 4 Bath Twin Villa for Sale & Rent in Bak Kaeng",Twin Villa,,2018,S
property_764,Land for Sale in Kouk Roka,Land/Development,,2018,
property_765,"4 Bed, 5 Bath Twin Villa for Sale in Bak Kaeng",Twin Villa,3.0,2018,
property_766,Land for Sale in Kouk Roka,Land/Development,,2018,
property_767,"4 Bed, 5 Bath Shophouse for Sale & Rent in Prey Sa",Shophouse,,2018,N
property_768,Land for Sale in Veal Sbov,Land/Development,,2018,
property_769,"4 Bed, 5 Bath Shophouse for Sale & Rent in Nirouth",Shophouse,3.0,2018,E/S
property_770,"2 Bed, 1 Bath Condo for Sale in Chak Angrae Leu",Condo,39.0,2018,
property_771,"7 Bed, 6 Bath Villa for Sale & Rent in Preaek Thmei",Villa,3.0,2018,S
property_772,Land for Sale in Kouk Roka,Land/Development,,2018,
property_773,Land for Sale in Krang Thnong,Land/Development,,2018,
property_774,"2 Bed, 1 Bath Condo for Sale in The Penthouse Residence",Condo,19.0,2020,
property_775,"2 Bed, 2 Bath Condo for Sale in Tonle Bassac",Condo,26.0,2020,
property_776,"2 Bed, 1 Bath Condo for Sale in BKK 3",Condo,23.0,2020,N
property_777,"2 Bed, 1 Bath Condo for Sale in Boeung Tumpun 2",Condo,18.0,2020,
property_778,"4 Bed, 5 Bath Link House for Sale in Preaek Aeng",Unit,,2020,
property_779,"2 Bed, 2 Bath Condo for Sale in Tonle Bassac",Condo,9.0,2020,
property_780,"4 Bed, 2 Bath House for Sale in Boeng Reang",House,,2020,S
property_781,"5 Bed, 6 Bath Villa for Sale & Rent in Preaek Ta Sek",Villa,3.0,2020,
property_782,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Preaek Lieb",Twin Villa,3.0,2020,
property_783,"2 Bed, 3 Bath Shophouse for Sale in Boeng Reang",Shophouse,,2020,
property_784,"4 Bed, 5 Bath Shophouse for Sale & Rent in Preaek Anhchanh",Shophouse,3.0,2020,S/W
property_785,"1 Bed, 1 Bath Apartment for Sale & Rent in Phsar Thmei III",Apartment,2.0,2020,
property_786,"4 Bed, 5 Bath Shophouse for Sale in Preaek Anhchanh",Shophouse,3.0,2020,N/E
property_787,"7 Bed, 8 Bath Villa for Sale & Rent in BKK 1",Villa,,2020,N
property_788,"4 Bed, 5 Bath Twin Villa for Sale in Chak Angrae Kraom",Twin Villa,3.0,2020,S
property_789,"6 Bed, 8 Bath Shophouse for Sale in Nirouth",Shophouse,3.0,2020,S
property_790,"4 Bed, 5 Bath Shophouse for Sale in Cheung Kaeub",Shophouse,3.0,2020,N
property_791,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth : The Star Diamond",Twin Villa,3.0,2020,S
property_792,"4 Bed, 5 Bath Shophouse for Sale in Nirouth",Shophouse,3.0,2020,S
property_793,"5 Bed, 5 Bath Twin Villa for Sale in Nirouth",Twin Villa,3.0,2020,S
property_794,"4 Bed, 6 Bath Shophouse for Sale in Tuek L'ak 2",Shophouse,3.0,2020,W
property_795,"4 Bed, 5 Bath Twin Villa for Sale in Nirouth",Twin Villa,3.0,2020,W
property_796,"1 Bed, 1 Bath Condo for Sale in Phnom Penh Thmey",Condo,12.0,2020,
property_797,"4 Bed, 5 Bath Twin Villa for Sale in Chak Angrae Leu",Twin Villa,3.0,2020,
property_798,"5 Bed, 6 Bath Twin Villa for Sale in Nirouth",Twin Villa,3.0,2020,N
property_799,"6 Bed, 7 Bath Shophouse for Sale in BKK 3",Shophouse,,2020,N
property_800,"5 Bed, 7 Bath Villa for Sale & Rent in Preaek Lieb",Villa,3.0,2020,S
property_801,"5 Bed, 6 Bath Shophouse for Sale & Rent in BKK 3",Shophouse,,2020,N
property_802,Land for Sale in Nirouth,Land/Development,,2020,
property_803,"4 Bed, 5 Bath Shophouse for Sale in Nirouth",Shophouse,,2020,E
property_804,"4 Bed, 5 Bath Shophouse for Sale in Chak Angrae Kraom",Shophouse,,2020,E
property_805,"3 Bed, 3 Bath Apartment for Sale in Wat Phnom",Apartment,,2020,
property_806,Land for Sale & Rent in Stueng Mean chey 2,Land/Development,,2020,
property_807,"4 Bed, 5 Bath Link House for Sale in Preaek Lieb",Unit,,2020,S
property_808,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum",Unit,,2020,S
property_809,Land for Sale in Sangkat Muoy,Land/Development,,2020,
property_810,"3 Bed, 3 Bath House for Sale in Sla Kram",House,,2020,
property_811,"3 Bed, 3 Bath Condo for Sale in Tonle Bassac",Condo,20.0,2020,
property_812,Land for Sale in Preaek Thmei,Land/Development,,2020,
property_813,Land for Sale in Preaek Thmei,Land/Development,,2020,
